Head;-0.3508555;1.039289;2.574891
Shoulder-Center;-0.4628027;0.9025139;2.640197
Shoulder-Right;-0.3153072;0.8078392;2.770472
Shoulder-Left;-0.5699873;0.7815845;2.574195
Elbow-Right;-0.275924;0.5651919;2.836048
Elbow-Left;-0.6432084;0.5161906;2.559591
Wrist-Right;-0.2535551;0.3202309;2.841449
Wrist-Left;-0.617801;0.2592761;2.56435
Hand-Right;-0.2538396;0.2271472;2.833013
Hand-Left;-0.618888;0.1904176;2.569812
Spine;-0.4248747;0.5424269;2.686433
Hip-centro;-0.4172324;0.4701513;2.699008
Hip-Right;-0.352953;0.4055462;2.744379
Hip-Left;-0.4673468;0.398391;2.667664
Knee-Right;-0.3975005;-0.04211707;2.913381
Knee-Left;-0.5251992;-0.02959693;2.73053
Ankle-Right;-0.4338297;-0.3963233;2.913074
Ankle-Left;-0.5276834;-0.3908096;2.719559
Foot-Right;-0.3683291;-0.4617388;2.921484
Foot-Left;-0.4905653;-0.4665498;2.733275
Head;-0.350958;1.039271;2.574796
Shoulder-Center;-0.4628475;0.9024858;2.64017
Shoulder-Right;-0.3153034;0.80782;2.770459
Shoulder-Left;-0.5700511;0.7816978;2.574299
Elbow-Right;-0.2761545;0.5670388;2.835831
Elbow-Left;-0.6437839;0.5156206;2.559823
Wrist-Right;-0.2542519;0.3187248;2.841239
Wrist-Left;-0.6183198;0.2592828;2.56485
Hand-Right;-0.2501065;0.2255366;2.835434
Hand-Left;-0.6180499;0.1904947;2.571184
Spine;-0.4250195;0.5423216;2.68641
Hip-centro;-0.4174034;0.4700444;2.698993
Hip-Right;-0.3531125;0.4055461;2.744227
Hip-Left;-0.467631;0.3982897;2.66782
Knee-Right;-0.3978877;-0.04192139;2.913384
Knee-Left;-0.5249633;-0.0295826;2.731422
Ankle-Right;-0.433663;-0.3962147;2.913217
Ankle-Left;-0.5276381;-0.3907974;2.719897
Foot-Right;-0.3875269;-0.4593117;2.915336
Foot-Left;-0.4897985;-0.4668393;2.733904
Head;-0.3508275;1.038601;2.573799
Shoulder-Center;-0.4627766;0.9025756;2.640101
Shoulder-Right;-0.3154256;0.8078026;2.770212
Shoulder-Left;-0.5701331;0.7817904;2.57437
Elbow-Right;-0.2761879;0.5674227;2.8354
Elbow-Left;-0.6439078;0.515667;2.559807
Wrist-Right;-0.2539327;0.3167264;2.841155
Wrist-Left;-0.6304888;0.2860292;2.555534
Hand-Right;-0.2473344;0.2237873;2.833819
Hand-Left;-0.6180683;0.1941329;2.567189
Spine;-0.4250242;0.5424929;2.686423
Hip-centro;-0.4174327;0.4702812;2.699034
Hip-Right;-0.3531694;0.4057797;2.744634
Hip-Left;-0.4676414;0.3983589;2.667728
Knee-Right;-0.3978993;-0.04192187;2.913253
Knee-Left;-0.5281358;-0.02996123;2.727669
Ankle-Right;-0.4341238;-0.3966222;2.912207
Ankle-Left;-0.5273894;-0.3908232;2.720196
Foot-Right;-0.3880424;-0.459687;2.915527
Foot-Left;-0.4897847;-0.4668845;2.733846
Head;-0.3506223;1.038752;2.573954
Shoulder-Center;-0.4626327;0.9026032;2.64006
Shoulder-Right;-0.3154598;0.8064579;2.768273
Shoulder-Left;-0.5704498;0.782194;2.57449
Elbow-Right;-0.2763098;0.5671781;2.83507
Elbow-Left;-0.6443095;0.5155396;2.559902
Wrist-Right;-0.2536653;0.3160603;2.84118
Wrist-Left;-0.6280633;0.286045;2.55456
Hand-Right;-0.2455193;0.223181;2.834674
Hand-Left;-0.6148129;0.1940407;2.564302
Spine;-0.424996;0.5424316;2.68637
Hip-centro;-0.4174216;0.4702083;2.698977
Hip-Right;-0.3530308;0.405719;2.743965
Hip-Left;-0.4677434;0.3984349;2.667875
Knee-Right;-0.3976246;-0.04103891;2.912868
Knee-Left;-0.5275447;-0.02954063;2.728492
Ankle-Right;-0.4341856;-0.3966258;2.912422
Ankle-Left;-0.5275744;-0.3905808;2.720332
Foot-Right;-0.3962646;-0.4649312;2.914627
Foot-Left;-0.4917585;-0.4650092;2.734735
Head;-0.3506317;1.038465;2.573384
Shoulder-Center;-0.4626498;0.9028333;2.640158
Shoulder-Right;-0.3154386;0.8064437;2.768286
Shoulder-Left;-0.5705936;0.7823622;2.574736
