Head;-0.1373803;0.8681622;2.927984
Shoulder-Center;-0.1587984;0.7011759;2.963207
Shoulder-Right;-0.01521457;0.5598314;2.917563
Shoulder-Left;-0.3056117;0.5723161;3.003513
Elbow-Right;0.04740721;0.3075783;2.892413
Elbow-Left;-0.3611221;0.3229558;3.025924
Wrist-Right;0.04160503;0.1204117;2.836547
Wrist-Left;-0.3950876;0.1339845;3.006515
Hand-Right;0.04000762;0.06377278;2.832166
Hand-Left;-0.3865809;0.08261594;2.975581
Spine;-0.1640625;0.3314609;2.969481
Hip-centro;-0.1749843;0.2609451;2.938105
Hip-Right;-0.1146826;0.1900667;2.913758
Hip-Left;-0.2374047;0.1990699;2.95141
Knee-Right;-0.08581717;-0.2329395;2.98509
Knee-Left;-0.2740169;-0.2294644;2.978168
Ankle-Right;-0.08818408;-0.5391474;3.044044
Ankle-Left;-0.2068246;-0.548424;3.10535
Foot-Right;-0.1444055;-0.6150178;3.022486
Foot-Left;-0.2343706;-0.6185429;3.071547
Head;-0.1382567;0.8687738;2.929153
Shoulder-Center;-0.1527549;0.702939;2.963778
Shoulder-Right;-0.01376745;0.5604587;2.917253
Shoulder-Left;-0.2930209;0.5466874;2.993669
Elbow-Right;0.0487402;0.3094396;2.892072
Elbow-Left;-0.3647902;0.3039407;3.027278
Wrist-Right;0.04655308;0.1213979;2.839764
Wrist-Left;-0.39078;0.1145316;2.995315
Hand-Right;0.04642154;0.07875314;2.840716
Hand-Left;-0.385898;0.08356327;2.976172
Spine;-0.1623853;0.3293688;2.970032
Hip-centro;-0.1736001;0.2582725;2.937683
Hip-Right;-0.1142197;0.1886121;2.913795
Hip-Left;-0.2366955;0.1960976;2.950267
Knee-Right;-0.08459914;-0.2348358;2.983566
Knee-Left;-0.2785345;-0.2329093;2.971765
Ankle-Right;-0.090552;-0.5457827;3.040238
Ankle-Left;-0.2138404;-0.5485222;3.104955
Foot-Right;-0.1433009;-0.6164353;3.020441
Foot-Left;-0.2381885;-0.6211294;3.08395
Head;-0.1383234;0.8687954;2.929148
Shoulder-Center;-0.152391;0.7029469;2.965105
Shoulder-Right;-0.008007652;0.5627142;2.921369
Shoulder-Left;-0.2702526;0.5643258;2.972318
