Head;0.192298;0.7578317;2.524648
Shoulder-Center;0.2588239;0.6290715;2.562974
Shoulder-Right;0.2992183;0.4784676;2.433489
Shoulder-Left;0.1178625;0.4785871;2.659568
Elbow-Right;0.3279141;0.2239456;2.334389
Elbow-Left;0.1985499;0.3007408;2.566115
Wrist-Right;0.2084932;0.06782424;2.332918
Wrist-Left;0.2110076;0.2304874;2.73647
Hand-Right;0.1615563;0.02824852;2.347527
Hand-Left;0.2101758;0.1690784;2.736779
Spine;0.2086698;0.2212868;2.558445
Hip-centro;0.162496;0.1490622;2.531759
Hip-Right;0.1937448;0.08946902;2.476375
Hip-Left;0.1075447;0.08957972;2.574863
Knee-Right;0.2578081;-0.3080095;2.538436
Knee-Left;0.1778612;-0.2979059;2.624785
Ankle-Right;0.3086429;-0.6621281;2.55968
Ankle-Left;0.2398286;-0.6620915;2.633949
Foot-Right;0.2760789;-0.7268894;2.568169
Foot-Left;0.2169892;-0.7304959;2.622737
Head;0.1919078;0.7578855;2.524055
Shoulder-Center;0.2581396;0.6291682;2.561914
Shoulder-Right;0.2988746;0.478481;2.43278
Shoulder-Left;0.1171782;0.4786837;2.658508
Elbow-Right;0.3276131;0.223797;2.334254
Elbow-Left;0.1978657;0.3008374;2.565054
Wrist-Right;0.2068547;0.06875315;2.333393
Wrist-Left;0.2103234;0.2305834;2.735411
Hand-Right;0.1620332;0.02880531;2.346306
Hand-Left;0.2094917;0.1691769;2.735719
Spine;0.2085969;0.2218764;2.558452
Hip-centro;0.1625334;0.1498998;2.531841
Hip-Right;0.1939265;0.09144696;2.477946
Hip-Left;0.107809;0.09130301;2.574412
Knee-Right;0.2577517;-0.307866;2.538795
Knee-Left;0.178021;-0.2981997;2.625077
Ankle-Right;0.308859;-0.6619805;2.559741
Ankle-Left;0.2399772;-0.6616828;2.634158
Foot-Right;0.2764803;-0.7268233;2.568324
Foot-Left;0.216915;-0.7299524;2.622581
Head;0.1911263;0.7578866;2.523052
Shoulder-Center;0.2576962;0.6291949;2.561235
Shoulder-Right;0.2985132;0.4786276;2.432142
Shoulder-Left;0.1167348;0.4787104;2.657829
Elbow-Right;0.3268559;0.2237428;2.334159
Elbow-Left;0.1974222;0.3008642;2.564374
Wrist-Right;0.2085175;0.06673652;2.331868
Wrist-Left;0.2098801;0.2306097;2.734732
Hand-Right;0.1646284;0.03214252;2.346332
Hand-Left;0.2090484;0.1692053;2.735041
Spine;0.2083227;0.2215748;2.558126
Hip-centro;0.1622856;0.1495351;2.53156
Hip-Right;0.1936961;0.09162948;2.478774
Hip-Left;0.107607;0.09127431;2.572568
Knee-Right;0.2578166;-0.3079598;2.539407
Knee-Left;0.1784296;-0.2980873;2.625187
Ankle-Right;0.308771;-0.6619506;2.55971
Ankle-Left;0.2397784;-0.661899;2.633768
Foot-Right;0.2780974;-0.7276517;2.568032
Foot-Left;0.2180971;-0.7306109;2.622134
Head;0.1909522;0.7580032;2.522859
Shoulder-Center;0.2574944;0.6293764;2.561015
Shoulder-Right;0.2982729;0.4790085;2.43187
Shoulder-Left;0.116533;0.478892;2.657609
Elbow-Right;0.326456;0.2240884;2.33394
Elbow-Left;0.1972204;0.3010457;2.564154
Wrist-Right;0.2070505;0.06794021;2.332347
Wrist-Left;0.2096784;0.2307907;2.734513
Hand-Right;0.1620057;0.02829578;2.345395
Hand-Left;0.2088467;0.1693889;2.734822
Spine;0.2082208;0.2234884;2.558979
