Head;0.02674415;0.8997449;2.613734
Shoulder-Center;0.1077328;0.7603794;2.656202
Shoulder-Right;0.2111805;0.6319152;2.552286
Shoulder-Left;-0.001497232;0.6222148;2.740855
Elbow-Right;0.2437485;0.3584452;2.457976
Elbow-Left;-0.05421673;0.4402713;2.862157
Wrist-Right;0.1906535;0.1205237;2.410641
Wrist-Left;-0.079588;0.1292005;2.741307
Hand-Right;0.1713901;0.02883889;2.399037
Hand-Left;-0.1118237;0.08244686;2.700766
Spine;0.1084935;0.3094518;2.662259
Hip-centro;0.06137225;0.2292348;2.615831
Hip-Right;0.101654;0.1695425;2.564249
Hip-Left;0.008632962;0.156719;2.655308
Knee-Right;0.1983324;-0.33013;2.510784
Knee-Left;0.04792119;-0.3574273;2.744873
Ankle-Right;0.2427144;-0.7365902;2.572713
Ankle-Left;0.137405;-0.7610844;2.77725
Foot-Right;0.2064438;-0.8088601;2.528741
Foot-Left;0.075803;-0.8188879;2.773358
Head;0.02293023;0.8972119;2.612615
Shoulder-Center;0.1056359;0.7613024;2.656693
Shoulder-Right;0.2097444;0.6323434;2.553105
Shoulder-Left;-0.004651156;0.617059;2.736609
Elbow-Right;0.2443961;0.3586295;2.458825
Elbow-Left;-0.05736078;0.4351497;2.857879
Wrist-Right;0.1905146;0.121613;2.411005
Wrist-Left;-0.08030013;0.1313416;2.717231
Hand-Right;0.1715111;0.02974249;2.400624
Hand-Left;-0.1155934;0.07911376;2.687334
Spine;0.1042433;0.3098987;2.664818
Hip-centro;0.05809641;0.2292418;2.618351
Hip-Right;0.09775732;0.1686324;2.566566
Hip-Left;0.00601931;0.1566405;2.657841
Knee-Right;0.1976825;-0.3316769;2.511876
Knee-Left;0.04641816;-0.3568977;2.744817
Ankle-Right;0.241749;-0.737806;2.574025
Ankle-Left;0.1351493;-0.75749;2.777087
Foot-Right;0.2058614;-0.8096691;2.528772
Foot-Left;0.07580791;-0.818864;2.773342
Head;0.01572568;0.8958547;2.610249
Shoulder-Center;0.1035559;0.7614355;2.657918
Shoulder-Right;0.2072345;0.6321755;2.554416
Shoulder-Left;-0.006813375;0.6111931;2.726471
Elbow-Right;0.2448027;0.358702;2.459546
Elbow-Left;-0.05951302;0.4293183;2.84771
Wrist-Right;0.190913;0.1233285;2.411789
Wrist-Left;-0.08348923;0.1325468;2.694835
Hand-Right;0.1711562;0.03160422;2.401662
Hand-Left;-0.1342881;0.08476335;2.696183
Spine;0.1005577;0.3089633;2.66681
Hip-centro;0.0559688;0.2279588;2.61951
Hip-Right;0.0949874;0.1673106;2.568492
Hip-Left;0.005040759;0.156388;2.658112
Knee-Right;0.1956848;-0.32917;2.51204
Knee-Left;0.04503138;-0.3571717;2.744979
Ankle-Right;0.240238;-0.7387981;2.575864
Ankle-Left;0.1345968;-0.7553989;2.777084
Foot-Right;0.2053656;-0.8100746;2.529171
Foot-Left;0.07583062;-0.8189285;2.773341
Head;0.0141102;0.8946232;2.60956
Shoulder-Center;0.1017622;0.7620394;2.659982
Shoulder-Right;0.2061106;0.6325712;2.554953
Shoulder-Left;-0.007708171;0.6105515;2.728837
Elbow-Right;0.2449978;0.358347;2.460383
Elbow-Left;-0.06039776;0.4287115;2.850045
Wrist-Right;0.1909879;0.1233645;2.411981
Wrist-Left;-0.08374858;0.1327782;2.692059
Hand-Right;0.1691001;0.03208686;2.40239
Hand-Left;-0.1355994;0.08688331;2.700354
Spine;0.09862415;0.3096976;2.668319
Hip-centro;0.0540586;0.2286391;2.621361
Hip-Right;0.09350459;0.1669336;2.568967
Hip-Left;0.002584625;0.1569336;2.661325
Knee-Right;0.1956602;-0.3291515;2.512081
Knee-Left;0.04470384;-0.3566363;2.744691
Ankle-Right;0.2402309;-0.737219;2.57635
Ankle-Left;0.1341088;-0.7559205;2.777099
Foot-Right;0.205156;-0.8093514;2.530272
Foot-Left;0.07567088;-0.8189929;2.773443
Head;0.01486682;0.8929039;2.613926
Shoulder-Center;0.1019734;0.7626953;2.660413
Shoulder-Right;0.2056256;0.6329144;2.555415
Shoulder-Left;-0.01796984;0.6251048;2.782492
Elbow-Right;0.2454962;0.3587633;2.461059
Elbow-Left;-0.07065001;0.4432971;2.903671
Wrist-Right;0.1867547;0.1046284;2.412769
Wrist-Left;-0.08225207;0.1668957;2.709589
Hand-Right;0.1643175;0.01531401;2.40085
Hand-Left;-0.1049563;0.1093726;2.67738
Spine;0.1025498;0.3120015;2.665527
Hip-centro;0.05350624;0.2313568;2.622704
Hip-Right;0.09292258;0.1687776;2.569871
Hip-Left;0.001981809;0.1583062;2.662268
Knee-Right;0.1944925;-0.32597;2.511078
Knee-Left;0.04452238;-0.356762;2.744804
Ankle-Right;0.2388915;-0.7389647;2.574376
Ankle-Left;0.1338345;-0.7556774;2.777322
Foot-Right;0.2046926;-0.8103267;2.528175
Foot-Left;0.07062632;-0.8191874;2.778441
Head;0.007520824;0.8914334;2.617123
Shoulder-Center;0.1014197;0.7634653;2.660414
Shoulder-Right;0.2049405;0.6337938;2.556255
Shoulder-Left;-0.01866008;0.6252428;2.782125
Elbow-Right;0.2462873;0.3596776;2.462463
Elbow-Left;-0.07133062;0.4434684;2.903273
Wrist-Right;0.1894749;0.1117556;2.414226
Wrist-Left;-0.0822909;0.1676382;2.708376
Hand-Right;0.1666203;0.02098105;2.402586
Hand-Left;-0.1029021;0.1104608;2.674216
Spine;0.1017436;0.3132042;2.666629
Hip-centro;0.05278975;0.2325349;2.623939
