Head;-0.02331294;0.5659206;2.836274
Shoulder-Center;0.05919572;0.4134171;2.848686
Shoulder-Right;0.1091692;0.2813511;2.726871
Shoulder-Left;-0.07860318;0.2021608;2.761467
Elbow-Right;0.1423113;0.04607448;2.622897
Elbow-Left;-0.09795959;-0.02682844;2.872728
Wrist-Right;0.07535325;-0.1401421;2.574664
Wrist-Left;-0.09333877;-0.1891909;2.972432
Hand-Right;0.05351475;-0.2182428;2.568881
Hand-Left;-0.09450017;-0.248536;2.963051
Spine;0.03193586;0.04294664;2.830056
Hip-centro;0.01070688;-0.01621977;2.774392
Hip-Right;0.04940493;-0.06765353;2.73228
Hip-Left;-0.04144768;-0.07031972;2.7943
Knee-Right;0.07788178;-0.4559029;2.765526
Knee-Left;-0.01595298;-0.4537225;2.897994
Ankle-Right;0.1092916;-0.8324304;2.779875
Ankle-Left;0.04435331;-0.7419375;2.886038
Foot-Right;0.03090985;-0.908258;2.768189
Foot-Left;0.008676797;-0.8435845;2.863697
Head;-0.02340968;0.565618;2.836522
Shoulder-Center;0.05959127;0.4136395;2.849524
Shoulder-Right;0.1095832;0.2811525;2.72751
Shoulder-Left;-0.0784919;0.198415;2.761146
Elbow-Right;0.1421225;0.04597293;2.623078
Elbow-Left;-0.09784716;-0.03055851;2.872397
Wrist-Right;0.07454155;-0.1415056;2.575277
Wrist-Left;-0.09322846;-0.1929104;2.972092
Hand-Right;0.05278376;-0.2196182;2.56933
Hand-Left;-0.09438984;-0.2522567;2.962711
Spine;0.0325781;0.04244853;2.83013
Hip-centro;0.01176237;-0.01739268;2.774325
Hip-Right;0.0521888;-0.07019599;2.730694
Hip-Left;-0.04048655;-0.07303977;2.795004
Knee-Right;0.0780117;-0.4559321;2.765738
Knee-Left;-0.01492254;-0.453633;2.897982
Ankle-Right;0.10919;-0.8333167;2.779958
Ankle-Left;0.04558493;-0.7417961;2.885813
Foot-Right;0.03101544;-0.9084049;2.768153
Foot-Left;0.01100834;-0.8436152;2.86256
