Head;-0.01815994;0.9188607;2.871867
Shoulder-Center;0.02859699;0.7643456;2.895306
Shoulder-Right;0.1027627;0.6313057;2.802644
Shoulder-Left;-0.09131365;0.6480598;2.977632
Elbow-Right;0.145326;0.3670926;2.730816
Elbow-Left;-0.1559219;0.3790142;3.10931
Wrist-Right;0.07947733;0.1403899;2.666778
Wrist-Left;-0.1477256;0.09638637;3.074767
Hand-Right;0.0607473;0.07900092;2.656134
Hand-Left;-0.161071;0.03371537;3.086035
Spine;0.02130631;0.3546506;2.902832
Hip-centro;-0.02018244;0.2813798;2.861845
Hip-Right;0.01920531;0.2295939;2.823067
Hip-Left;-0.06968663;0.2265297;2.888118
Knee-Right;0.09091731;-0.2841517;2.823521
Knee-Left;-0.04951861;-0.2968048;3.00618
Ankle-Right;0.1227324;-0.6301257;2.844831
Ankle-Left;0.01586892;-0.6491092;2.976755
Foot-Right;0.105721;-0.6916693;2.789376
Foot-Left;-0.04210431;-0.704606;2.980121
Head;-0.01768054;0.9183023;2.870689
Shoulder-Center;0.02866382;0.7642253;2.894931
Shoulder-Right;0.1041136;0.6304933;2.801407
Shoulder-Left;-0.09124683;0.6479395;2.977257
Elbow-Right;0.1456175;0.3668677;2.730664
Elbow-Left;-0.1558591;0.3788769;3.108944
Wrist-Right;0.08085483;0.1419084;2.666487
Wrist-Left;-0.1479395;0.09957072;3.079573
Hand-Right;0.0610786;0.08075483;2.656383
Hand-Left;-0.1598444;0.03573793;3.083649
Spine;0.02164599;0.3539864;2.902139
Hip-centro;-0.01945278;0.2804;2.861436
Hip-Right;0.0196744;0.2284991;2.823673
Hip-Left;-0.06829174;0.225289;2.886742
Knee-Right;0.09141061;-0.2823834;2.822551
Knee-Left;-0.05217098;-0.2842347;3.001197
Ankle-Right;0.1262875;-0.6256479;2.838433
Ankle-Left;0.01693692;-0.6484461;2.975939
Foot-Right;0.1081133;-0.6889033;2.793667
Foot-Left;-0.04383633;-0.7059169;2.981059
Head;-0.01687459;0.918609;2.868277
Shoulder-Center;0.02909016;0.7644011;2.893918
Shoulder-Right;0.1051617;0.6302028;2.800525
Shoulder-Left;-0.0908205;0.6481153;2.976245
Elbow-Right;0.1460998;0.3669893;2.730711
Elbow-Left;-0.1554367;0.3790365;3.107941
Wrist-Right;0.08169609;0.1437855;2.666985
Wrist-Left;-0.1480721;0.09954127;3.079242
Hand-Right;0.06171374;0.08277144;2.65644
Hand-Left;-0.1594784;0.03575224;3.085077
Spine;0.02167543;0.3537998;2.901224
Hip-centro;-0.01917028;0.2800679;2.860833
Hip-Right;0.02030871;0.2279082;2.822962
Hip-Left;-0.06835562;0.2250142;2.886492
Knee-Right;0.09147897;-0.2824315;2.822571
Knee-Left;-0.05121639;-0.2874056;3.003411
Ankle-Right;0.1275457;-0.6222086;2.833445
Ankle-Left;0.01745138;-0.6510035;2.976138
Foot-Right;0.1115898;-0.6893193;2.79375
Foot-Left;-0.04491061;-0.7067216;2.981015
Head;-0.0169527;0.9181373;2.86726
Shoulder-Center;0.02953531;0.7631788;2.891806
Shoulder-Right;0.1061702;0.6303983;2.799801
Shoulder-Left;-0.09037534;0.646893;2.974132
Elbow-Right;0.1464016;0.3670195;2.730682
Elbow-Left;-0.1549956;0.3777972;3.105836
Wrist-Right;0.08149235;0.1420873;2.666393
Wrist-Left;-0.1482873;0.09776548;3.076387
Hand-Right;0.06085088;0.08161968;2.654104
Hand-Left;-0.1598153;0.03415571;3.083757
Spine;0.02138015;0.3531984;2.901107
Hip-centro;-0.0189418;0.2790337;2.861392
Hip-Right;0.01984165;0.2256374;2.825625
Hip-Left;-0.06786694;0.224258;2.886741
Knee-Right;0.09123363;-0.2845156;2.822734
Knee-Left;-0.05134351;-0.2861487;3.003703
Ankle-Right;0.12717;-0.6252783;2.833741
Ankle-Left;0.01758511;-0.650994;2.976443
Foot-Right;0.1149726;-0.6929051;2.793605
Foot-Left;-0.04858236;-0.7088348;2.980395
Head;-0.01699199;0.9177873;2.866921
Shoulder-Center;0.02910289;0.762135;2.891694
Shoulder-Right;0.1062064;0.6306854;2.799497
Shoulder-Left;-0.09080776;0.6458492;2.97402
Elbow-Right;0.146578;0.3668016;2.730421
Elbow-Left;-0.1554321;0.3767366;3.105734
Wrist-Right;0.08164191;0.1423571;2.666046
Wrist-Left;-0.1480654;0.09861971;3.072807
Hand-Right;0.06106114;0.08184697;2.653855
Hand-Left;-0.1588102;0.0366275;3.089395
Spine;0.0213939;0.3527604;2.899991
Hip-centro;-0.01850704;0.2786476;2.860483
Hip-Right;0.0210249;0.2256898;2.823879
