Head;0.06779999;0.6610176;2.408335
Shoulder-Center;0.147911;0.5398985;2.45522
Shoulder-Right;0.2830413;0.4342464;2.380858
Shoulder-Left;-0.01172266;0.5412405;2.613486
Elbow-Right;0.2600269;0.5055345;2.187991
Elbow-Left;-0.135675;0.4088699;2.619779
Wrist-Right;0.2450213;0.3327913;2.113801
Wrist-Left;-0.05157667;0.5710593;2.582129
Hand-Right;0.2400194;0.2752103;2.093284
Hand-Left;-0.0376996;0.6377752;2.572512
Spine;0.149165;0.2591737;2.464275
Hip-centro;0.1308919;0.2052878;2.444108
Hip-Right;0.1973625;0.116237;2.386856
Hip-Left;0.05746684;0.1206231;2.490305
Knee-Right;0.2548136;-0.3198529;2.375
Knee-Left;0.1169337;-0.3366499;2.542569
Ankle-Right;0.3155254;-0.6766864;2.394853
Ankle-Left;0.1910315;-0.6722794;2.544057
Foot-Right;0.2812551;-0.7360671;2.360865
Foot-Left;0.1194449;-0.7345818;2.534137
Head;0.06793367;0.6606559;2.407891
Shoulder-Center;0.148144;0.5397792;2.455325
Shoulder-Right;0.2822694;0.4313104;2.380749
Shoulder-Left;-0.01113795;0.5428333;2.611587
Elbow-Right;0.2603251;0.5054128;2.189006
Elbow-Left;-0.1364775;0.4122357;2.619597
Wrist-Right;0.2452129;0.3325993;2.115139
Wrist-Left;-0.04899264;0.5721362;2.582052
Hand-Right;0.2401756;0.2749948;2.094728
Hand-Left;-0.03654049;0.6362477;2.57284
Spine;0.1507189;0.2569876;2.463742
Hip-centro;0.1329594;0.202468;2.443483
Hip-Right;0.1993109;0.1145132;2.386766
Hip-Left;0.05966857;0.1180224;2.48837
Knee-Right;0.2553464;-0.3193855;2.375436
Knee-Left;0.1179867;-0.3381663;2.542826
Ankle-Right;0.3166188;-0.6759094;2.393687
Ankle-Left;0.192011;-0.6727651;2.543994
Foot-Right;0.2788984;-0.7380989;2.366758
Foot-Left;0.1202389;-0.7349327;2.530166
Head;0.06792595;0.6606349;2.407757
Shoulder-Center;0.1481557;0.5394518;2.455
Shoulder-Right;0.282178;0.4299054;2.380471
Shoulder-Left;-0.01079548;0.5440334;2.60994
Elbow-Right;0.2603346;0.5054753;2.189425
Elbow-Left;-0.1362142;0.4140697;2.619922
Wrist-Right;0.2452064;0.3329219;2.114943
Wrist-Left;-0.04715413;0.5729647;2.581796
Hand-Right;0.2401637;0.2754041;2.094325
Hand-Left;-0.03606504;0.6347065;2.572978
Spine;0.1513919;0.2560711;2.463228
Hip-centro;0.1339128;0.2014783;2.443082
Hip-Right;0.2007781;0.1137549;2.386868
Hip-Left;0.06059925;0.1172203;2.487471
Knee-Right;0.2561371;-0.3186699;2.375728
Knee-Left;0.1192935;-0.3397668;2.543235
Ankle-Right;0.3169874;-0.6759598;2.393731
Ankle-Left;0.1923817;-0.6728254;2.544072
Foot-Right;0.2789362;-0.7381119;2.366724
Foot-Left;0.1242336;-0.7328256;2.527649
Head;0.06795048;0.660515;2.407738
Shoulder-Center;0.1482749;0.5387678;2.45493
Shoulder-Right;0.2818446;0.4284977;2.379885
Shoulder-Left;-0.01060447;0.544939;2.609331
Elbow-Right;0.2614774;0.504281;2.188802
Elbow-Left;-0.1320221;0.4113343;2.619535
Wrist-Right;0.2435397;0.3318053;2.114973
Wrist-Left;-0.04678361;0.5723624;2.582005
Hand-Right;0.2375605;0.2743134;2.09457
Hand-Left;-0.03566463;0.6338679;2.573194
Spine;0.1514184;0.2555935;2.463263
Hip-centro;0.1339878;0.2010763;2.443284
Hip-Right;0.2009916;0.1128838;2.387812
Hip-Left;0.06059037;0.1172276;2.487429
Knee-Right;0.2566991;-0.318002;2.376073
Knee-Left;0.1194303;-0.3396082;2.543204
Ankle-Right;0.3172198;-0.6758023;2.393391
Ankle-Left;0.1926875;-0.6727046;2.544304
Foot-Right;0.2810181;-0.7370698;2.364807
Foot-Left;0.1229894;-0.7341285;2.535156
Head;0.06813335;0.6600544;2.407758
Shoulder-Center;0.1484418;0.5377316;2.454954
Shoulder-Right;0.2983862;0.4724369;2.387588
Shoulder-Left;-0.01095926;0.5454315;2.609269
Elbow-Right;0.2582903;0.4981524;2.18523
Elbow-Left;-0.1322767;0.4119703;2.620255
Wrist-Right;0.2471273;0.3238149;2.115256
Wrist-Left;-0.04456481;0.5715942;2.582442
Hand-Right;0.2434063;0.2657023;2.096137
Hand-Left;-0.03376529;0.6327094;2.573709
Spine;0.1517238;0.2584079;2.463044
Hip-centro;0.1354785;0.2062506;2.442234
Hip-Right;0.2024896;0.1177956;2.385158
Hip-Left;0.06159515;0.1191361;2.486781
Knee-Right;0.256925;-0.3180017;2.376149
Knee-Left;0.1197901;-0.3385824;2.543051
Ankle-Right;0.3167114;-0.6752235;2.393431
Ankle-Left;0.1929227;-0.6727;2.54452
Foot-Right;0.2816845;-0.7357657;2.362075
Foot-Left;0.1212269;-0.735352;2.538125
Head;0.06810436;0.6598887;2.407862
Shoulder-Center;0.1480927;0.5378098;2.455418
Shoulder-Right;0.3447215;0.5404524;2.388025
Shoulder-Left;-0.01154746;0.5459741;2.609453
Elbow-Right;0.2610361;0.4930207;2.206817
Elbow-Left;-0.1331866;0.412897;2.619707
Wrist-Right;0.2442627;0.34221;2.090738
Wrist-Left;-0.04348376;0.5712637;2.582511
Hand-Right;0.2386715;0.2919397;2.056248
Hand-Left;-0.03294389;0.6320879;2.573809
Spine;0.1572807;0.2793576;2.463657
Hip-centro;0.1448048;0.2344078;2.441634
Hip-Right;0.2226167;0.1448949;2.381376
Hip-Left;0.06560545;0.1303035;2.484611
Knee-Right;0.2571617;-0.3176961;2.375889
Knee-Left;0.1198727;-0.3386898;2.543113
Ankle-Right;0.31678;-0.6749315;2.393467
Ankle-Left;0.1935242;-0.6723592;2.544611
Foot-Right;0.2813444;-0.7359849;2.362099
Foot-Left;0.1209824;-0.735283;2.53884
Head;0.06810569;0.6599416;2.407978
Shoulder-Center;0.1474864;0.5376174;2.456235
Shoulder-Right;0.2775849;0.4212209;2.379705
Shoulder-Left;-0.01223288;0.5454434;2.609449
Elbow-Right;0.2620188;0.5050064;2.192311
Elbow-Left;-0.1342621;0.4128063;2.619847
Wrist-Right;0.2438928;0.3343641;2.114353
Wrist-Left;-0.04327532;0.5703965;2.582642
Hand-Right;0.2378508;0.2774834;2.092568
Hand-Left;-0.03271035;0.6313759;2.573921
Spine;0.1540119;0.2643445;2.463567
Hip-centro;0.1358034;0.2072543;2.443202
