Head;0.08499561;0.9520029;2.863464
Shoulder-Center;0.1564851;0.7886193;2.875996
Shoulder-Right;0.2073471;0.6479104;2.777267
Shoulder-Left;0.01916092;0.6308902;2.948961
Elbow-Right;0.2561859;0.3738587;2.703601
Elbow-Left;-0.007412318;0.3491549;3.05232
Wrist-Right;0.2079039;0.1391233;2.653091
Wrist-Left;-0.01873912;0.1188122;3.024816
Hand-Right;0.1955244;0.07741269;2.622114
Hand-Left;-0.02378343;0.04974923;3.013598
Spine;0.1512238;0.3586977;2.872596
Hip-centro;0.106341;0.2828369;2.827851
Hip-Right;0.147101;0.2337391;2.813723
Hip-Left;0.05670575;0.2453036;2.831995
Knee-Right;0.1436584;-0.217764;2.818258
Knee-Left;0.03989132;-0.1842799;2.93958
Ankle-Right;0.211869;-0.5752873;2.82908
Ankle-Left;0.1666183;-0.6103988;2.936914
Foot-Right;0.1519187;-0.6754569;2.793515
Foot-Left;0.1223658;-0.6692603;2.839601
Head;0.08429823;0.9527825;2.863342
Shoulder-Center;0.1565314;0.7899483;2.876529
Shoulder-Right;0.2073998;0.6479734;2.776984
Shoulder-Left;0.0192072;0.6322192;2.949494
Elbow-Right;0.2560328;0.3743316;2.703917
Elbow-Left;-0.007364692;0.3504983;3.052846
Wrist-Right;0.2073885;0.1429314;2.65236
Wrist-Left;-0.01867115;0.1201659;3.02535
Hand-Right;0.1954284;0.07829693;2.620795
Hand-Left;-0.0230554;0.05134615;3.012505
Spine;0.1509172;0.3584765;2.873538
Hip-centro;0.1056788;0.2821818;2.829243
Hip-Right;0.1464297;0.233657;2.814271
Hip-Left;0.05604421;0.2432577;2.835028
Knee-Right;0.1425232;-0.2092661;2.817166
Knee-Left;0.03703288;-0.190059;2.94205
Ankle-Right;0.2114736;-0.560711;2.826097
Ankle-Left;0.1637647;-0.6161941;2.939385
Foot-Right;0.1505751;-0.660008;2.789713
Foot-Left;0.1213852;-0.6723804;2.839689
Head;0.08399802;0.9527103;2.863606
Shoulder-Center;0.156509;0.7899466;2.876658
Shoulder-Right;0.2059362;0.6479161;2.777198
Shoulder-Left;0.01918487;0.6322175;2.949623
Elbow-Right;0.2558569;0.3732637;2.702754
Elbow-Left;-0.007385666;0.3505109;3.052968
Wrist-Right;0.2076959;0.1433294;2.652861
Wrist-Left;-0.01868679;0.1201899;3.025476
Hand-Right;0.1965779;0.07011084;2.614875
Hand-Left;-0.02101179;0.05279225;3.006184
Spine;0.1508989;0.3551519;2.874676
Hip-centro;0.1053969;0.2773411;2.830802
Hip-Right;0.1443566;0.2323661;2.817818
Hip-Left;0.05858379;0.2355301;2.834078
Knee-Right;0.1420427;-0.2131189;2.818371
Knee-Left;0.04002785;-0.2652691;2.939729
Ankle-Right;0.2117772;-0.5642564;2.827131
Ankle-Left;0.2060106;-0.6592349;2.908938
Foot-Right;0.1527485;-0.6651425;2.79207
Foot-Left;0.1337983;-0.695034;2.817311
Head;0.08339064;0.9510611;2.864067
Shoulder-Center;0.1558152;0.7879241;2.876173
Shoulder-Right;0.2057465;0.6479174;2.776922
Shoulder-Left;0.01849107;0.630195;2.949139
Elbow-Right;0.2558176;0.3733706;2.702841
Elbow-Left;-0.00807808;0.3485031;3.052477
Wrist-Right;0.2076395;0.1432184;2.652798
Wrist-Left;-0.01935316;0.1181925;3.024989
Hand-Right;0.1965115;0.06641157;2.609372
Hand-Left;-0.02211777;0.05040821;3.007176
Spine;0.150748;0.3547651;2.874848
Hip-centro;0.1053133;0.2771684;2.830915
Hip-Right;0.1443605;0.2323164;2.817801
Hip-Left;0.05820736;0.2351429;2.834545
Knee-Right;0.1426449;-0.2161627;2.819183
Knee-Left;0.0350044;-0.2076581;2.958433
Ankle-Right;0.2112782;-0.574556;2.827201
Ankle-Left;0.2010287;-0.6015668;2.927573
Foot-Right;0.1529227;-0.6783935;2.800678
Foot-Left;0.1656087;-0.6847447;2.84561
Head;0.08387391;0.9510723;2.86371
Shoulder-Center;0.1558853;0.7878751;2.87619
Shoulder-Right;0.2045869;0.6453714;2.77525
Shoulder-Left;0.01856115;0.630146;2.949156
Elbow-Right;0.2553436;0.3733876;2.70238
Elbow-Left;-0.008006666;0.3484683;3.052486
Wrist-Right;0.206351;0.1385057;2.653301
Wrist-Left;-0.01927814;0.1181688;3.025005
Hand-Right;0.1957926;0.0666301;2.60963
Hand-Left;-0.02296838;0.05012057;3.00842
Spine;0.1496038;0.3503225;2.878864
Hip-centro;0.1032295;0.270952;2.836771
Hip-Right;0.1413963;0.2305083;2.82239
Hip-Left;0.05710416;0.2248324;2.843152
Knee-Right;0.1427648;-0.2168065;2.819412
Knee-Left;0.02801839;-0.2857385;2.97943
Ankle-Right;0.211148;-0.5745707;2.82712
Ankle-Left;0.1940427;-0.6796471;2.948568
Foot-Right;0.1509628;-0.6745747;2.791519
Foot-Left;0.135676;-0.711441;2.846231
Head;0.08434251;0.9506629;2.863914
Shoulder-Center;0.1558124;0.7869073;2.875476
Shoulder-Right;0.2038107;0.6445779;2.775059
Shoulder-Left;0.01848828;0.6291782;2.948442
Elbow-Right;0.2552175;0.3732462;2.702197
Elbow-Left;-0.008078186;0.3475147;3.051764
Wrist-Right;0.2059266;0.1390063;2.653751
Wrist-Left;-0.01933961;0.1172262;3.02429
Hand-Right;0.1956838;0.06683023;2.609572
Hand-Left;-0.02341171;0.04907439;3.008241
Spine;0.14687;0.3457473;2.884041
Hip-centro;0.1005244;0.2651141;2.844591
Hip-Right;0.1373548;0.2274966;2.830048
Hip-Left;0.05511649;0.216795;2.853225
Knee-Right;0.1423341;-0.2182909;2.819309
Knee-Left;0.02229916;-0.2957808;2.993751
Ankle-Right;0.2101236;-0.5699543;2.827614
Ankle-Left;0.1883235;-0.6896895;2.962889
Foot-Right;0.1518479;-0.6710752;2.791972
Foot-Left;0.1585101;-0.6411282;2.892971
Head;0.08366264;0.9505656;2.863364
Shoulder-Center;0.1558645;0.7873229;2.875504
Shoulder-Right;0.2030021;0.6438038;2.774287
Shoulder-Left;0.0185403;0.6295937;2.948469
Elbow-Right;0.2549918;0.3732933;2.701955
Elbow-Left;-0.008024847;0.3479443;3.051784
Wrist-Right;0.2046165;0.1400121;2.655618
Wrist-Left;-0.01928099;0.1176668;3.024315
Hand-Right;0.1938287;0.06455824;2.610447
Hand-Left;-0.0238487;0.05011427;3.006032
Spine;0.1453155;0.3441786;2.885829
Hip-centro;0.09938291;0.2627102;2.847674
Hip-Right;0.1352348;0.2263753;2.834108
Hip-Left;0.05469219;0.2145081;2.855497
Knee-Right;0.142491;-0.2171913;2.817735
Knee-Left;0.0214771;-0.3023037;2.996916
Ankle-Right;0.2078786;-0.5599844;2.828
Ankle-Left;0.1875014;-0.6962124;2.966053
Foot-Right;0.1487034;-0.660475;2.792067
Foot-Left;0.1606831;-0.6456543;2.89634
Head;0.08644426;0.956244;2.871659
Shoulder-Center;0.1550367;0.7887973;2.875246
Shoulder-Right;0.2027531;0.6441261;2.774228
Shoulder-Left;0.01771257;0.6310682;2.948212
Elbow-Right;0.2550057;0.3745096;2.702175
Elbow-Left;-0.008851256;0.3494327;3.051519
Wrist-Right;0.2045011;0.1397713;2.655792
Wrist-Left;-0.02009913;0.1191661;3.024053
Hand-Right;0.1920455;0.0674157;2.612595
Hand-Left;-0.02409988;0.05129077;3.006879
Spine;0.1426435;0.3450176;2.887777
Hip-centro;0.09763408;0.2631906;2.850962
Hip-Right;0.1326658;0.227931;2.839836
